;PhyloTree.org - mtDNA tree Build 17 (18 Feb 2016);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1c8; @10398 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1c8a; 10084  16319 ;;;;;;;;;;JQ797868;JN635299
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1c8a1; 9052  16265 ;;;;;;;;;JQ702049;JQ797866
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J1c8a1a; 16189 ;;;;;;;;JQ705760;KC421179
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1c8a2; 16265C ;;;;;;;;;GU906781;JQ797864
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1c8b; 10345 ;;;;;;;;;;JQ705449;JQ701992
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1c9; 6887 ;;;;;;;;;;;AY495205;JQ797871
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1c10; 5024 ;;;;;;;;;;;JQ704751;EF660915
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1c10a; 6716 ;;;;;;;;;;JQ797872;JQ797873
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1c11; 16224 ;;;;;;;;;;;JQ702967;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1c11a; 15262 ;;;;;;;;;;HM765470;GU592047
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1c15; 12453 ;;;;;;;;;;;JQ797881;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1c15a; 15113 ;;;;;;;;;;JQ797879;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1c15a1; 5231  11252 ;;;;;;;;;JQ797880;HM852793
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1c15b; 146  8152  9117  13917  14182  15514  16527 ;;;;;;;;;;JQ797877;JQ797878
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1c16; 152  12123  15670  16218  16256 ;;;;;;;;;;;JQ705083;JQ797874
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1c17; 3847 ;;;;;;;;;;;JQ797882;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1c17a; 2140  12634  @16126  16311 ;;;;;;;;;;JQ706022;JX153275
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 16193 ;;;;;;;;;;;;JQ797885;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J1d; 152  7789  7963 ;;;;;;;;;;;JQ797902;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1d1; 16300 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1d1a; 1007  16309 ;;;;;;;;;JQ797886;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J1d1a1; 13392 ;;;;;;;;JQ797888;JQ705319
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;J1d1a1a; 151  13500 ;;;;;;;JQ797890;JQ797891
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1d1b; 8633 ;;;;;;;;;AF382001;KC911578
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J1d1b1; 3213 ;;;;;;;;JQ797892;HM852780
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1d2; 10166  16186 ;;;;;;;;;;DQ341088;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1d2a; 13188 ;;;;;;;;;HQ325739;JQ797893
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1d3; 5262 ;;;;;;;;;;KC911411;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1d3a; 7521 ;;;;;;;;;JQ797899;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J1d3a1; 5297  5774  15836  15894  16335 ;;;;;;;;JQ797897;JQ797896
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J1d3a2; 4011 ;;;;;;;;EU597552;JQ704809
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1d4; 9725  12561  13135 ;;;;;;;;;;HM453206;JQ797900
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1d5; 4853  16274 ;;;;;;;;;;JQ703915;HM852829
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1d5a; 204  9090 ;;;;;;;;;KC911498;JQ797901
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J1d6; 9041 ;;;;;;;;;;GU122987;JQ797894
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J1d6a; 16301 ;;;;;;;;;JQ797895;EU007880
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;J2; (150)  152  7476  15257 ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;J2a; 195  10499  11377 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J2a1; 14133 ;;;;;;;;;;;JQ704041;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2a1a; (215)  (319)  513  7789  16145  16231 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a1a1; 13722  16261 ;;;;;;;;;JQ701807;JQ797903
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2a1a1a; 310.1T  1850 ;;;;;;;;GU903270;JX153321
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;J2a1a1a1; 189  10237  15191  16172 ;;;;;;;JX152974;JX153821
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;J2a1a1a2; 3447 ;;;;;;;FJ348157;JQ705625
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;J2a1a1a2a; 7501 ;;;;;;JX152842;JX153676
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;J2a1a1a3; 430 ;;;;;;;JQ703568;JQ705323
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2a1a1b; 11518  14793 ;;;;;;;;JQ705390;JQ705042
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2a1a1c; 15596 ;;;;;;;;JQ703552;JQ797904
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2a1a1d; 13753 ;;;;;;;;JQ797911;JQ797912
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2a1a1e; 16189 ;;;;;;;;JX297144;KC533492
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a1a2; 6635  16284 ;;;;;;;;;DQ341089;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2a1a2a; 11857 ;;;;;;;;JQ797914;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;J2a1a2a1; 11386 ;;;;;;;JQ764985;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;J2a1a2a1a; 11204 ;;;;;;JQ702364;JX153453
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J2a2; @152  6671  11002  12570  15679 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2a2a; 235  8386 ;;;;;;;;;;EF660967;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a2a1; 11440  12171 ;;;;;;;;;JQ797915;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;; 16311 ;;;;;;;;JQ797921;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;J2a2a1a; 152  9103 ;;;;;;;JQ797920;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;J2a2a1a1; 13813 ;;;;;;JQ797919;JQ797917
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a2a2; 11797  13419  16169 ;;;;;;;;;JQ797923;GU065327
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2a2b; 16241 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a2b1; 189 ;;;;;;;;;FJ460543;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2a2b1a; 5915  14061 ;;;;;;;;JQ797926;JX153096
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a2b2; 456  13015  13830 ;;;;;;;;;NA20752;JQ703605
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a2b3; 4688  4802  8078  11416  15672 ;;;;;;;;;KF148204;KF148206
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2a2c; 16231 ;;;;;;;;;;JQ797930;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2a2c1; 12672  16214 ;;;;;;;;;JQ797933;JQ797931
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2a2d; 5493  7076  8958  11016  13759  15148 ;;;;;;;;;;FJ460559;JQ797935
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2a2e; 10685  14364 ;;;;;;;;;;JX153004;JQ797924
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;J2b; 5633  15812  16193 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J2b1; 10172 ;;;;;;;;;;;JQ702563;JQ797954
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1a; 16278 ;;;;;;;;;;JX153193;JF915700
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1a1; 14569 ;;;;;;;;;JQ703580;JQ705356
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2b1a1a; @16126  16362 ;;;;;;;;FJ445408;JQ702863
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1a2; 6216 ;;;;;;;;;JN635305;JQ705677
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2b1a2a; 6893 ;;;;;;;;JF938916;JQ797936
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1a3; 10966 ;;;;;;;;;JQ702858;AY195778
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1a4; 7302  15014 ;;;;;;;;;JQ705466;JQ703515
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;; 16311 ;;;;;;;;;JX153921;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;J2b1a5; 6491 ;;;;;;;;JQ797946;DQ523653
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1a6; @152  9016  9494  15662 ;;;;;;;;;JQ797944;JQ704523
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1b; 2404  6962T  10389 ;;;;;;;;;;JQ703784;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1b1; 7211 ;;;;;;;;;EU862198;JX153450
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1c; 13899 ;;;;;;;;;;JQ797951;JQ797952
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1c1; 16319 ;;;;;;;;;EU807741;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1d; 14769 ;;;;;;;;;;FJ445409;JQ797958
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1e; 8843 ;;;;;;;;;;JQ701981;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;J2b1e1; 8290  14950  16438 ;;;;;;;;;JQ797964;JQ797965
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1f; 15453 ;;;;;;;;;;JQ797968;HQ727682
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1g; 9872 ;;;;;;;;;;JQ702459;JQ702488
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;J2b1h; 159  6830A  13612T  16195  16242A  16526 ;;;;;;;;;;JQ702424;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;J2b2; 5460  7391  14029 ;;;;;;;;;;;FJ213765;JQ797972
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;T; 709  1888  4917  8697  10463  13368  14905  15607  15928  16294 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;T1; 12633A  16163  16189 ;;;;;;;;;;;;;JQ797976;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T1a; 16186 ;;;;;;;;;;;;KC405582;JQ798024
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; 152 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a1'3; 195 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T1a1; 9899 ;;;;;;;;;GU122980;JQ797984
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1a; 5558 ;;;;;;;;JQ705982;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T1a1a1; 5414 ;;;;;;;JQ703032;AY495294
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1b; 10143  14281 ;;;;;;;;HM184912;JQ797991
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T1a1b1; 9548  12028 ;;;;;;;JQ797994;AY714036
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1c; 9120  15965 ;;;;;;;;JQ704801;JQ702923
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1d; 593  13132  13785 ;;;;;;;;EU007876;JQ798005
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1e; 2380  4155  5054  12308  16256 ;;;;;;;;JX152843;JQ798006
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1f; 1503 ;;;;;;;;JQ702643;JQ797983
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1g; 15213 ;;;;;;;;JF833040;JQ704732
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1h; 16269C ;;;;;;;;JN089342;JQ702680
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1i; 3308G  11944 ;;;;;;;;JQ705441;JN021256
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1j; 8530 ;;;;;;;;AY495291;JQ703446
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1k; 469 ;;;;;;;;JQ702728;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T1a1k1; 146  11914  12753 ;;;;;;;JQ702959;JQ705707
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T1a1k2; 8974 ;;;;;;;JX152851;JF926125
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;; @152 ;;;;;;;;JF929200;JQ702988
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T1a1l; 3705 ;;;;;;;JF979131;JQ798004
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1m; 7783  16325 ;;;;;;;;KC911350;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T1a1m1; @4917  13590 ;;;;;;;KC911329;JQ797998
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1n; 16304 ;;;;;;;;EF177406;JQ702825
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1p; 9545 ;;;;;;;;EU597578;JX153687
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1q; 11266 ;;;;;;;;JX153590;JQ702173
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a1r; 14274  @15607 ;;;;;;;;JX153003;EF661000
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T1a3; 10321 ;;;;;;;;;JQ798022;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T1a3a; 7258 ;;;;;;;;AY495296;EF645646
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a2; 7853 ;;;;;;;;;;JQ798012;JN083377
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T1a2a; 384  4959  5558  9300  16261 ;;;;;;;;;NA20581;FJ348220
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T1a2b; 9111  12957  16248  16266 ;;;;;;;;;JQ798013;HM852775
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a4; 7001  16263 ;;;;;;;;;;EU979542;JQ702040
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a11; @73  91  97  8412  13759  13791  14284 ;;;;;;;;;;JQ031816;JQ798021
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a12; 15884  16355 ;;;;;;;;;;JQ798020;JQ798019
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a13; 16129  16362 ;;;;;;;;;;JQ798007;JQ798009
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1a5; 6152 ;;;;;;;;;;;JQ703724;JQ798030
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a5a; 5378  12406  16218 ;;;;;;;;;;JX153408;JF937680
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1a6; 3867  10376 ;;;;;;;;;;;JN104727;EU369395
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1a7; 512  14500  16274 ;;;;;;;;;;;EU935435;JQ798027
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1a8; 4991 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a8a; 4107  11914  16325 ;;;;;;;;;;JQ798034;JQ798033
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a8b; 9438  14323 ;;;;;;;;;;JQ798035;JQ798036
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1a9; 12879  16249 ;;;;;;;;;;;JQ798018;JQ798017
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1a10; 13470 ;;;;;;;;;;;NA20819;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T1a10a; 150  214  13708 ;;;;;;;;;;JX152859;JQ798025
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T1b; 16243 ;;;;;;;;;;;;JQ798046;JQ798051
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1b1; 11647 ;;;;;;;;;;;JQ798037;AY339570
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1b2; 4739  9254 ;;;;;;;;;;;JQ798039;JQ798041
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1b3; 15853 ;;;;;;;;;;;JQ798043;JQ705372
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T1b4; 7310 ;;;;;;;;;;;JQ798050;JQ798049
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;T2; 11812  14233  (16296) ;;;;;;;;;;;;;JQ798138;JF707633
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2a; 13965 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2a1; 14687 ;;;;;;;;;;;JQ798058;JF927949
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2a1a; 2850  7022 ;;;;;;;;;;AY495298;FJ656215
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1a1; (143)  8715 ;;;;;;;;;FJ348180;EF657455
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1a2; 4688 ;;;;;;;;;JN120787;GU553285
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1a3; 5498 ;;;;;;;;;JX297193;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2a1a3a; 4808 ;;;;;;;;AY495300;JF833041
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1a5; 15935 ;;;;;;;;;JQ705499;JQ702880
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1a6; 6425 ;;;;;;;;;JQ702036;JQ704797
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1a7; 7268 ;;;;;;;;;JQ701880;JQ045864
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1a8; 4931 ;;;;;;;;;JF958082;JQ701972
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2a1b; 16324 ;;;;;;;;;;JQ702344;JQ798054
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1b1; 2141  13966 ;;;;;;;;;HM625705;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2a1b1a; 9117 ;;;;;;;;JQ046361;JQ705641
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T2a1b1a1; 12741 ;;;;;;;JQ702937;JQ703149
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;T2a1b1a1a; 6524 ;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;T2a1b1a1a1; 9948 ;;;;;JQ703868;JQ703700
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;T2a1b1a1a2; 1420  6249 ;;;;;JX153849;JQ798055
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;T2a1b1a1b; 3350 ;;;;;;JN024624;JX153319
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;T2a1b1a1b1; 8256 ;;;;;JX153732;JX153948
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;T2a1b1a2; 15110  16292 ;;;;;;;JQ703776;JX153440
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a1b2; 3882 ;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2a1b2a; 15454 ;;;;;;;;GU123001;JQ704821
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2a1b2b; 16256 ;;;;;;;;JQ798057;JQ798056
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; 195 ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2a2; 198  13020 ;;;;;;;;;;FJ238094;JX912164
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2a2a; 215 ;;;;;;;;;JX152815;JF944823
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2a3; 4464 ;;;;;;;;;;KC911444;KC911302
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;T2b; 930  5147  16304 ;;;;;;;;;;;;AY495273;HM055613
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b1; 14016 ;;;;;;;;;;;EF177444;AY495267
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b2; 11242G ;;;;;;;;;;;AY714016;JN035224
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;T2b2b; @16304 ;;;;;;;;;;AY495299;GU183768
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b2b1; 12171  16192 ;;;;;;;;;JQ701832;JQ705208
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;T2b3; 10750 ;;;;;;;;;;;HM122274;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;; 151 ;;;;;;;;;;HQ384203;JQ703699
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b3a; 152  5656  16292 ;;;;;;;;;DQ523649;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;T2b3a1; 55.1T  57  59 ;;;;;;;;JQ798060;JQ798061
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b3c; 7150 ;;;;;;;;;JQ705786;JQ702932
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b3d; 199  14544 ;;;;;;;;;JQ705037;JQ701927
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;T2b3e; 16187 ;;;;;;;;;JQ705199;JF837334
